country,gender,year,match_type,event_name,team,team_outcome,team_score
Ireland,Male,2016,ODM,Cricket Ireland Inter-Provincial Limited Over Cup,Northern Knights,Loss,0
Ireland,Male,2016,ODM,Cricket Ireland Inter-Provincial Limited Over Cup,Leinster Lightning,Win,3
Ireland,Male,2016,ODM,Cricket Ireland Inter-Provincial Limited Over Cup,Leinster Lightning,Win,3
Ireland,Male,2016,ODM,Cricket Ireland Inter-Provincial Limited Over Cup,North-West Warriors,Loss,0
Ireland,Male,2016,ODM,Cricket Ireland Inter-Provincial Limited Over Cup,Northern Knights,Loss,0
Ireland,Male,2016,ODM,Cricket Ireland Inter-Provincial Limited Over Cup,Leinster Lightning,Win,3
Ireland,Male,2016,ODM,Cricket Ireland Inter-Provincial Limited Over Cup,North-West Warriors,Loss,0
Ireland,Male,2016,ODM,Cricket Ireland Inter-Provincial Limited Over Cup,Northern Knights,Win,3
Ireland,Male,2016,T20,Cricket Ireland Inter-Provincial Twenty20 Trophy,North-West Warriors,Win,3
Ireland,Male,2016,T20,Cricket Ireland Inter-Provincial Twenty20 Trophy,Northern Knights,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Knights,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Cape Cobras,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Titans,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Lions,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Dolphins,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Warriors,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Cape Cobras,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Titans,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Knights,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Titans,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Titans,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Dolphins,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Warriors,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Knights,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Lions,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Cape Cobras,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Lions,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Warriors,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Knights,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Dolphins,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Titans,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Knights,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Lions,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Dolphins,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Knights,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Warriors,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Titans,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Dolphins,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Lions,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Knights,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Titans,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Warriors,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Lions,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Warriors,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Dolphins,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Cape Cobras,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Knights,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Cape Cobras,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Dolphins,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Warriors,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Titans,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Lions,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Lions,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Knights,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Titans,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Warriors,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Dolphins,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Knights,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Lions,Loss,0
South Africa,Male,2016,T20,CSA T20 Challenge,Warriors,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Titans,Win,3
South Africa,Male,2016,T20,CSA T20 Challenge,Warriors,Loss,0
West Indies,Male,2016,T20,Caribbean Premier League,St Lucia Zouks,Win,3
West Indies,Male,2016,T20,Caribbean Premier League,St Kitts and Nevis Patriots,Loss,0
West Indies,Male,2016,T20,Caribbean Premier League,Guyana Amazon Warriors,Loss,0
West Indies,Male,2016,T20,Caribbean Premier League,St Lucia Zouks,Win,3
West Indies,Male,2016,T20,Caribbean Premier League,St Lucia Zouks,Loss,0
West Indies,Male,2016,T20,Caribbean Premier League,Trinbago Knight Riders,Win,3
West Indies,Male,2016,T20,Caribbean Premier League,Trinbago Knight Riders,Win,3
West Indies,Male,2016,T20,Caribbean Premier League,Guyana Amazon Warriors,Loss,0
West Indies,Male,2016,T20,Caribbean Premier League,Barbados Tridents,Win,3
West Indies,Male,2016,T20,Caribbean Premier League,St Kitts and Nevis Patriots,Loss,0
West Indies,Male,2016,T20,Caribbean Premier League,Barbados Tridents,Loss,0
West Indies,Male,2016,T20,Caribbean Premier League,Trinbago Knight Riders,Win,3
West Indies,Male,2016,T20,Caribbean Premier League,Barbados Tridents,Win,3
West Indies,Male,2016,T20,Caribbean Premier League,St Lucia Zouks,Loss,0
West Indies,Male,2016,T20,Caribbean Premier League,Guyana Amazon Warriors,Loss,0
West Indies,Male,2016,T20,Caribbean Premier League,Jamaica Tallawahs,Win,3
West Indies,Male,2016,T20,Caribbean Premier League,Jamaica Tallawahs,Win,3
West Indies,Male,2016,T20,Caribbean Premier League,St Kitts and Nevis Patriots,Loss,0
West Indies,Male,2016,T20,Caribbean Premier League,Jamaica Tallawahs,Win,3
West Indies,Male,2016,T20,Caribbean Premier League,Trinbago Knight Riders,Loss,0
West Indies,Male,2016,T20,Caribbean Premier League,Jamaica Tallawahs,Win,3
West Indies,Male,2016,T20,Caribbean Premier League,Barbados Tridents,Loss,0
Australia,Male,2016,T20,Big Bash League,Sydney Thunder,Loss,0
Australia,Male,2016,T20,Big Bash League,Sydney Sixers,Win,3
Australia,Male,2016,T20,Big Bash League,Adelaide Strikers,Loss,0
Australia,Male,2016,T20,Big Bash League,Brisbane Heat,Win,3
Australia,Male,2016,T20,Big Bash League,Melbourne Renegades,Win,3
Australia,Male,2016,T20,Big Bash League,Sydney Thunder,Loss,0
Australia,Male,2016,T20,Big Bash League,Sydney Sixers,Loss,0
Australia,Male,2016,T20,Big Bash League,Hobart Hurricanes,Win,3
Australia,Male,2016,T20,Big Bash League,Perth Scorchers,Win,3
Australia,Male,2016,T20,Big Bash League,Adelaide Strikers,Loss,0
Australia,Male,2016,T20,Big Bash League,Hobart Hurricanes,Loss,0
Australia,Male,2016,T20,Big Bash League,Melbourne Stars,Win,3
Australia,Male,2016,T20,Big Bash League,Sydney Sixers,Win,3
Australia,Male,2016,T20,Big Bash League,Perth Scorchers,Loss,0
Australia,Male,2016,T20,Big Bash League,Sydney Thunder,Loss,0
Australia,Male,2016,T20,Big Bash League,Brisbane Heat,Win,3
Australia,Male,2016,T20,Big Bash League,Melbourne Renegades,Loss,0
Australia,Male,2016,T20,Big Bash League,Perth Scorchers,Win,3
Australia,Male,2016,T20,Big Bash League,Brisbane Heat,Win,3
Australia,Male,2016,T20,Big Bash League,Hobart Hurricanes,Loss,0
Australia,Male,2016,T20,Big Bash League,Adelaide Strikers,Win,3
Australia,Male,2016,T20,Big Bash League,Sydney Sixers,Loss,0
Australia,Male,2017,T20,Big Bash League,Melbourne Stars,Loss,0
Australia,Male,2017,T20,Big Bash League,Melbourne Renegades,Win,3
Australia,Male,2017,T20,Big Bash League,Perth Scorchers,Win,3
Australia,Male,2017,T20,Big Bash League,Sydney Thunder,Loss,0
Australia,Male,2017,T20,Big Bash League,Hobart Hurricanes,Win,3
Australia,Male,2017,T20,Big Bash League,Adelaide Strikers,Loss,0
Australia,Male,2017,T20,Big Bash League,Brisbane Heat,Loss,0
Australia,Male,2017,T20,Big Bash League,Sydney Sixers,Win,3
Australia,Male,2017,T20,Big Bash League,Sydney Thunder,Win,3
Australia,Male,2017,T20,Big Bash League,Melbourne Stars,Loss,0
Australia,Male,2017,T20,Big Bash League,Perth Scorchers,Loss,0
Australia,Male,2017,T20,Big Bash League,Brisbane Heat,Win,3
Australia,Male,2017,T20,Big Bash League,Adelaide Strikers,Win,3
Australia,Male,2017,T20,Big Bash League,Hobart Hurricanes,Loss,0
Australia,Male,2017,T20,Big Bash League,Melbourne Renegades,Loss,0
Australia,Male,2017,T20,Big Bash League,Melbourne Stars,Win,3
Australia,Male,2017,T20,Big Bash League,Hobart Hurricanes,Loss,0
Australia,Male,2017,T20,Big Bash League,Sydney Thunder,Win,3
Australia,Male,2017,T20,Big Bash League,Sydney Sixers,Win,3
Australia,Male,2017,T20,Big Bash League,Melbourne Renegades,Loss,0
Australia,Male,2017,T20,Big Bash League,Melbourne Stars,Win,3
Australia,Male,2017,T20,Big Bash League,Adelaide Strikers,Loss,0
Australia,Male,2017,T20,Big Bash League,Brisbane Heat,Loss,0
Australia,Male,2017,T20,Big Bash League,Perth Scorchers,Win,3
Australia,Male,2017,T20,Big Bash League,Melbourne Renegades,Loss,0
Australia,Male,2017,T20,Big Bash League,Hobart Hurricanes,Win,3
Australia,Male,2017,T20,Big Bash League,Sydney Sixers,Loss,0
Australia,Male,2017,T20,Big Bash League,Sydney Thunder,Win,3
Australia,Male,2017,T20,Big Bash League,Perth Scorchers,Loss,0
Australia,Male,2017,T20,Big Bash League,Melbourne Stars,Win,3
Australia,Male,2017,T20,Big Bash League,Adelaide Strikers,Loss,0
Australia,Male,2017,T20,Big Bash League,Melbourne Renegades,Win,3
Australia,Male,2017,T20,Big Bash League,Melbourne Stars,Loss,0
Australia,Male,2017,T20,Big Bash League,Brisbane Heat,Win,3
Australia,Male,2017,T20,Big Bash League,Sydney Thunder,Loss,0
Australia,Male,2017,T20,Big Bash League,Adelaide Strikers,Win,3
Australia,Male,2017,T20,Big Bash League,Brisbane Heat,Loss,0
Australia,Male,2017,T20,Big Bash League,Melbourne Renegades,Win,3
Australia,Male,2017,T20,Big Bash League,Hobart Hurricanes,Loss,0
Australia,Male,2017,T20,Big Bash League,Perth Scorchers,Win,3
Australia,Male,2017,T20,Big Bash League,Melbourne Stars,Loss,0
Australia,Male,2017,T20,Big Bash League,Sydney Sixers,Win,3
Australia,Male,2017,T20,Big Bash League,Perth Scorchers,Win,3
Australia,Male,2017,T20,Big Bash League,Melbourne Stars,Loss,0
Australia,Male,2017,T20,Big Bash League,Brisbane Heat,Tie,1
Australia,Male,2017,T20,Big Bash League,Sydney Sixers,Tie,1
Australia,Male,2017,T20,Big Bash League,Perth Scorchers,Win,3
Australia,Male,2017,T20,Big Bash League,Sydney Sixers,Loss,0
Australia,Female,2016,T20,Women's Big Bash League,Adelaide Strikers,Win,3
Australia,Female,2016,T20,Women's Big Bash League,Melbourne Renegades,Loss,0
Australia,Female,2016,T20,Women's Big Bash League,Adelaide Strikers,Loss,0
Australia,Female,2016,T20,Women's Big Bash League,Melbourne Renegades,Win,3
Australia,Female,2016,T20,Women's Big Bash League,Perth Scorchers,Win,3
Australia,Female,2016,T20,Women's Big Bash League,Hobart Hurricanes,Loss,0
Australia,Female,2016,T20,Women's Big Bash League,Melbourne Stars,Loss,0
Australia,Female,2016,T20,Women's Big Bash League,Sydney Thunder,Win,3
Australia,Female,2016,T20,Women's Big Bash League,Hobart Hurricanes,Win,3
Australia,Female,2016,T20,Women's Big Bash League,Melbourne Renegades,Loss,0
Australia,Female,2016,T20,Women's Big Bash League,Sydney Sixers,Loss,0
Australia,Female,2016,T20,Women's Big Bash League,Melbourne Stars,Win,3
Australia,Female,2016,T20,Women's Big Bash League,Sydney Thunder,Loss,0
Australia,Female,2016,T20,Women's Big Bash League,Adelaide Strikers,Win,3
Australia,Female,2016,T20,Women's Big Bash League,Brisbane Heat,Loss,0
Australia,Female,2016,T20,Women's Big Bash League,Perth Scorchers,Win,3
Australia,Female,2016,T20,Women's Big Bash League,Hobart Hurricanes,Tie,1
Australia,Female,2016,T20,Women's Big Bash League,Melbourne Renegades,Tie,1
Australia,Female,2016,T20,Women's Big Bash League,Sydney Sixers,Loss,0
Australia,Female,2016,T20,Women's Big Bash League,Melbourne Stars,Win,3
Australia,Female,2016,T20,Women's Big Bash League,Melbourne Stars,Win,3
Australia,Female,2016,T20,Women's Big Bash League,Brisbane Heat,Loss,0
Australia,Female,2016,T20,Women's Big Bash League,Brisbane Heat,Win,3
Australia,Female,2016,T20,Women's Big Bash League,Melbourne Stars,Loss,0
Australia,Female,2016,T20,Women's Big Bash League,Sydney Sixers,Win,3
Australia,Female,2016,T20,Women's Big Bash League,Sydney Thunder,Loss,0
Australia,Female,2016,T20,Women's Big Bash League,Hobart Hurricanes,Loss,0
Australia,Female,2016,T20,Women's Big Bash League,Sydney Sixers,Win,3
Australia,Female,2016,T20,Women's Big Bash League,Adelaide Strikers,Loss,0
Australia,Female,2016,T20,Women's Big Bash League,Perth Scorchers,Win,3
Australia,Female,2017,T20,Women's Big Bash League,Melbourne Stars,Loss,0
Australia,Female,2017,T20,Women's Big Bash League,Melbourne Renegades,Win,3
Australia,Female,2017,T20,Women's Big Bash League,Sydney Sixers,Win,3
Australia,Female,2017,T20,Women's Big Bash League,Adelaide Strikers,Loss,0
Australia,Female,2017,T20,Women's Big Bash League,Sydney Thunder,Win,3
Australia,Female,2017,T20,Women's Big Bash League,Brisbane Heat,Loss,0
Australia,Female,2017,T20,Women's Big Bash League,Adelaide Strikers,Loss,0
Australia,Female,2017,T20,Women's Big Bash League,Sydney Sixers,Win,3
Australia,Female,2017,T20,Women's Big Bash League,Perth Scorchers,Loss,0
Australia,Female,2017,T20,Women's Big Bash League,Melbourne Renegades,Win,3
West Indies,Male,2016,T20,Caribbean Premier League,Guyana Amazon Warriors,Win,3
West Indies,Male,2016,T20,Caribbean Premier League,Jamaica Tallawahs,Loss,0
West Indies,Male,2016,T20,Caribbean Premier League,St Lucia Zouks,Loss,0
West Indies,Male,2016,T20,Caribbean Premier League,Trinbago Knight Riders,Win,3
West Indies,Male,2016,T20,Caribbean Premier League,Jamaica Tallawahs,Win,3
West Indies,Male,2016,T20,Caribbean Premier League,Trinbago Knight Riders,Loss,0
West Indies,Male,2016,T20,Caribbean Premier League,Guyana Amazon Warriors,Loss,0
West Indies,Male,2016,T20,Caribbean Premier League,Jamaica Tallawahs,Win,3
West Indies,Male,2016,T20,Caribbean Premier League,Trinbago Knight Riders,Loss,0
West Indies,Male,2016,T20,Caribbean Premier League,St Lucia Zouks,Win,3
West Indies,Male,2016,T20,Caribbean Premier League,Trinbago Knight Riders,Win,3
West Indies,Male,2016,T20,Caribbean Premier League,Barbados Tridents,Loss,0
West Indies,Male,2016,T20,Caribbean Premier League,Trinbago Knight Riders,Loss,0
West Indies,Male,2016,T20,Caribbean Premier League,Guyana Amazon Warriors,Win,3
West Indies,Male,2016,T20,Caribbean Premier League,Trinbago Knight Riders,Loss,0
West Indies,Male,2016,T20,Caribbean Premier League,Jamaica Tallawahs,Win,3
England and Wales,Female,2016,T20,Women's Cricket Super League,Loughborough Lightning,Loss,0
England and Wales,Female,2016,T20,Women's Cricket Super League,Western Storm,Win,3
England and Wales,Female,2016,T20,Women's Cricket Super League,Western Storm,Loss,0
England and Wales,Female,2016,T20,Women's Cricket Super League,Southern Vipers,Win,3
New Zealand,Male,2016,MDM,Plunket Shield,Canterbury,Loss,0
New Zealand,Male,2016,MDM,Plunket Shield,Northern Districts,Win,3
New Zealand,Male,2016,MDM,Plunket Shield,Wellington Firebirds,Win,3
New Zealand,Male,2016,MDM,Plunket Shield,Auckland Aces,Loss,0
New Zealand,Male,2016,MDM,Plunket Shield,Canterbury,Win,3
New Zealand,Male,2016,MDM,Plunket Shield,Central Stags,Loss,0
New Zealand,Male,2016,MDM,Plunket Shield,Auckland Aces,Win,3
New Zealand,Male,2016,MDM,Plunket Shield,Otago Volts,Loss,0
New Zealand,Male,2016,MDM,Plunket Shield,Northern Districts,Win,3
New Zealand,Male,2016,MDM,Plunket Shield,Canterbury,Loss,0
New Zealand,Male,2016,MDM,Plunket Shield,Canterbury,Win,3
New Zealand,Male,2016,MDM,Plunket Shield,Auckland Aces,Loss,0
New Zealand,Male,2017,MDM,Plunket Shield,Northern Districts,Loss,0
New Zealand,Male,2017,MDM,Plunket Shield,Otago Volts,Win,3
New Zealand,Male,2017,MDM,Plunket Shield,Auckland Aces,Win,3
New Zealand,Male,2017,MDM,Plunket Shield,Northern Districts,Loss,0
New Zealand,Male,2017,MDM,Plunket Shield,Canterbury,Win,3
New Zealand,Male,2017,MDM,Plunket Shield,Otago Volts,Loss,0
New Zealand,Male,2017,MDM,Plunket Shield,Otago Volts,Loss,0
New Zealand,Male,2017,MDM,Plunket Shield,Auckland Aces,Win,3
New Zealand,Male,2017,MDM,Plunket Shield,Northern Districts,Win,3
New Zealand,Male,2017,MDM,Plunket Shield,Wellington Firebirds,Loss,0
New Zealand,Male,2017,MDM,Plunket Shield,Central Stags,Win,3
New Zealand,Male,2017,MDM,Plunket Shield,Canterbury,Loss,0
New Zealand,Male,2017,MDM,Plunket Shield,Canterbury,Loss,0
New Zealand,Male,2017,MDM,Plunket Shield,Wellington Firebirds,Win,3
New Zealand,Male,2017,MDM,Plunket Shield,Otago Volts,Loss,0
New Zealand,Male,2017,MDM,Plunket Shield,Northern Districts,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rajshahi Kings,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Comilla Victorians,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Khulna Titans,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rangpur Riders,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Chittagong Vikings,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Barisal Bulls,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Dhaka Dynamites,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Comilla Victorians,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rajshahi Kings,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rangpur Riders,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Khulna Titans,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Barisal Bulls,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Barisal Bulls,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Dhaka Dynamites,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Chittagong Vikings,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Comilla Victorians,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Khulna Titans,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rajshahi Kings,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Chittagong Vikings,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rangpur Riders,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Comilla Victorians,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Barisal Bulls,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Dhaka Dynamites,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rajshahi Kings,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Khulna Titans,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Chittagong Vikings,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Dhaka Dynamites,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rangpur Riders,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Barisal Bulls,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rajshahi Kings,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Khulna Titans,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Comilla Victorians,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Dhaka Dynamites,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Chittagong Vikings,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rangpur Riders,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Barisal Bulls,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Chittagong Vikings,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rajshahi Kings,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Comilla Victorians,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rangpur Riders,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Khulna Titans,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Dhaka Dynamites,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Comilla Victorians,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rajshahi Kings,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Dhaka Dynamites,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rajshahi Kings,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Comilla Victorians,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Chittagong Vikings,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Khulna Titans,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rangpur Riders,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Chittagong Vikings,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Barisal Bulls,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rajshahi Kings,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rangpur Riders,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Barisal Bulls,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Khulna Titans,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Dhaka Dynamites,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Comilla Victorians,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rajshahi Kings,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Khulna Titans,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Barisal Bulls,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Dhaka Dynamites,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rangpur Riders,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Chittagong Vikings,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Barisal Bulls,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Comilla Victorians,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Khulna Titans,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Chittagong Vikings,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Dhaka Dynamites,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rangpur Riders,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Barisal Bulls,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rajshahi Kings,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rangpur Riders,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Barisal Bulls,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Chittagong Vikings,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Dhaka Dynamites,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Chittagong Vikings,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rajshahi Kings,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Comilla Victorians,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rangpur Riders,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Dhaka Dynamites,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Khulna Titans,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Chittagong Vikings,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rajshahi Kings,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Dhaka Dynamites,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Khulna Titans,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Khulna Titans,Loss,0
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rajshahi Kings,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Dhaka Dynamites,Win,3
Bangladesh,Male,2016,T20,Bangladesh Premier League,Rajshahi Kings,Loss,0
Australia,Female,2017,T20,Women's Big Bash League,Hobart Hurricanes,Win,3
Australia,Female,2017,T20,Women's Big Bash League,Sydney Thunder,Loss,0
Australia,Female,2017,T20,Women's Big Bash League,Melbourne Stars,Loss,0
Australia,Female,2017,T20,Women's Big Bash League,Melbourne Renegades,Win,3
Australia,Female,2017,T20,Women's Big Bash League,Adelaide Strikers,Loss,0
Australia,Female,2017,T20,Women's Big Bash League,Melbourne Stars,Win,3
Australia,Female,2017,T20,Women's Big Bash League,Brisbane Heat,Win,3
Australia,Female,2017,T20,Women's Big Bash League,Hobart Hurricanes,Loss,0
Australia,Female,2017,T20,Women's Big Bash League,Brisbane Heat,Loss,0
Australia,Female,2017,T20,Women's Big Bash League,Hobart Hurricanes,Win,3
Australia,Female,2017,T20,Women's Big Bash League,Perth Scorchers,Loss,0
Australia,Female,2017,T20,Women's Big Bash League,Sydney Sixers,Win,3
Australia,Female,2017,T20,Women's Big Bash League,Melbourne Stars,Win,3
Australia,Female,2017,T20,Women's Big Bash League,Adelaide Strikers,Loss,0
Australia,Female,2017,T20,Women's Big Bash League,Sydney Sixers,Win,3
Australia,Female,2017,T20,Women's Big Bash League,Hobart Hurricanes,Loss,0
Australia,Female,2017,T20,Women's Big Bash League,Adelaide Strikers,Loss,0
Australia,Female,2017,T20,Women's Big Bash League,Perth Scorchers,Win,3
Australia,Female,2017,T20,Women's Big Bash League,Melbourne Renegades,Loss,0
Australia,Female,2017,T20,Women's Big Bash League,Brisbane Heat,Win,3
Australia,Female,2017,T20,Women's Big Bash League,Sydney Sixers,Tie,1
Australia,Female,2017,T20,Women's Big Bash League,Sydney Thunder,Tie,1
Australia,Female,2017,T20,Women's Big Bash League,Perth Scorchers,Win,3
Australia,Female,2017,T20,Women's Big Bash League,Melbourne Stars,Loss,0
Australia,Female,2017,T20,Women's Big Bash League,Sydney Thunder,Loss,0
Australia,Female,2017,T20,Women's Big Bash League,Hobart Hurricanes,Win,3
Australia,Female,2017,T20,Women's Big Bash League,Adelaide Strikers,Loss,0
Australia,Female,2017,T20,Women's Big Bash League,Brisbane Heat,Win,3
