dates,event_name,gender,match_type,winner,overs,season,team_type,team1,team2,result,method,stage
2021-01-31,New Zealand Cricket Women's Twenty20,female,T20,Wellington,20,2020/21,club,Wellington,Central Districts,NA,NA,NA
2021-02-01,New Zealand Cricket Women's Twenty20,female,T20,Auckland,20,2020/21,club,Auckland,Otago,NA,NA,NA
2021-02-05,New Zealand Cricket Women's Twenty20,female,T20,Canterbury,20,2020/21,club,Canterbury,Central Districts,NA,NA,NA
2021-02-06,New Zealand Cricket Women's Twenty20,female,T20,Otago,20,2020/21,club,Otago,Northern Districts,NA,NA,NA
2021-02-07,New Zealand Cricket Women's Twenty20,female,T20,Auckland,20,2020/21,club,Auckland,Wellington,NA,NA,NA
2021-02-11,New Zealand Cricket Women's Twenty20,female,T20,Wellington,20,2020/21,club,Wellington,Auckland,NA,NA,Preliminary Final
2021-02-13,New Zealand Cricket Women's Twenty20,female,T20,Canterbury,20,2020/21,club,Wellington,Canterbury,NA,NA,Final
2020-10-19,Plunket Shield,male,MDM,Central Stags,NA,2020/21,club,Northern Districts,Central Stags,NA,NA,NA
2020-10-19,Plunket Shield,male,MDM,Canterbury,NA,2020/21,club,Wellington Firebirds,Canterbury,NA,NA,NA
2020-10-20,Plunket Shield,male,MDM,Auckland Aces,NA,2020/21,club,Otago Volts,Auckland Aces,NA,NA,NA
2020-10-28,Plunket Shield,male,MDM,Northern Districts,NA,2020/21,club,Northern Districts,Otago Volts,NA,NA,NA
2020-10-28,Plunket Shield,male,MDM,Auckland Aces,NA,2020/21,club,Auckland Aces,Central Stags,NA,NA,NA
2020-10-28,Plunket Shield,male,MDM,Canterbury,NA,2020/21,club,Wellington Firebirds,Canterbury,NA,NA,NA
2020-11-05,Plunket Shield,male,MDM,Otago Volts,NA,2020/21,club,Otago Volts,Wellington Firebirds,NA,NA,NA
2020-11-05,Plunket Shield,male,MDM,Canterbury,NA,2020/21,club,Canterbury,Northern Districts,NA,NA,NA
2020-11-14,Plunket Shield,male,MDM,Northern Districts,NA,2020/21,club,Northern Districts,Central Stags,NA,NA,NA
2020-11-14,Plunket Shield,male,MDM,NA,NA,2020/21,club,Auckland Aces,Wellington Firebirds,draw,NA,NA
2020-11-14,Plunket Shield,male,MDM,NA,NA,2020/21,club,Otago Volts,Canterbury,draw,NA,NA
2021-03-11,Plunket Shield,male,MDM,Central Stags,NA,2020/21,club,Central Stags,Wellington Firebirds,NA,NA,NA
2021-03-11,Plunket Shield,male,MDM,NA,NA,2020/21,club,Auckland Aces,Northern Districts,draw,NA,NA
2021-03-11,Plunket Shield,male,MDM,Canterbury,NA,2020/21,club,Canterbury,Otago Volts,NA,NA,NA
2021-03-18,Plunket Shield,male,MDM,NA,NA,2020/21,club,Northern Districts,Wellington Firebirds,draw,NA,NA
2021-03-18,Plunket Shield,male,MDM,NA,NA,2020/21,club,Auckland Aces,Otago Volts,draw,NA,NA
2021-03-19,Plunket Shield,male,MDM,Canterbury,NA,2020/21,club,Central Stags,Canterbury,NA,NA,NA
2021-03-27,Plunket Shield,male,MDM,NA,NA,2020/21,club,Wellington Firebirds,Northern Districts,draw,NA,NA
2021-03-26,Plunket Shield,male,MDM,Otago Volts,NA,2020/21,club,Otago Volts,Central Stags,NA,NA,NA
2021-03-27,Plunket Shield,male,MDM,NA,NA,2020/21,club,Auckland Aces,Canterbury,draw,NA,NA
2021-04-03,Plunket Shield,male,MDM,NA,NA,2020/21,club,Wellington Firebirds,Auckland Aces,draw,NA,NA
2021-04-03,Plunket Shield,male,MDM,NA,NA,2020/21,club,Central Stags,Canterbury,draw,NA,NA
2021-04-03,Plunket Shield,male,MDM,Northern Districts,NA,2020/21,club,Otago Volts,Northern Districts,NA,NA,NA
2021-02-24,CSA T20 Challenge,male,T20,Warriors,20,2020/21,club,Warriors,Titans,NA,NA,NA
2021-02-22,CSA T20 Challenge,male,T20,Knights,20,2020/21,club,Cape Cobras,Knights,NA,NA,NA
2021-02-24,CSA T20 Challenge,male,T20,Dolphins,20,2020/21,club,Dolphins,Lions,NA,NA,NA
2021-02-23,CSA T20 Challenge,male,T20,Cape Cobras,20,2020/21,club,Cape Cobras,Warriors,NA,NA,NA
2021-02-26,CSA T20 Challenge,male,T20,Dolphins,20,2020/21,club,Dolphins,Titans,NA,NA,NA
2021-02-23,CSA T20 Challenge,male,T20,Lions,20,2020/21,club,Knights,Lions,NA,NA,NA
2021-02-19,CSA T20 Challenge,male,T20,Dolphins,20,2020/21,club,Dolphins,Cape Cobras,NA,NA,NA
2021-02-21,CSA T20 Challenge,male,T20,Titans,20,2020/21,club,Titans,Cape Cobras,NA,NA,NA
2021-02-20,CSA T20 Challenge,male,T20,Dolphins,20,2020/21,club,Knights,Dolphins,NA,NA,NA
2021-02-25,CSA T20 Challenge,male,T20,Warriors,20,2020/21,club,Warriors,Knights,NA,NA,NA
2021-02-22,CSA T20 Challenge,male,T20,Lions,20,2020/21,club,Lions,Titans,NA,D/L,NA
2021-02-21,CSA T20 Challenge,male,T20,Dolphins,20,2020/21,club,Warriors,Dolphins,NA,D/L,NA
2021-02-26,CSA T20 Challenge,male,T20,Lions,20,2020/21,club,Cape Cobras,Lions,NA,NA,NA
2021-02-19,CSA T20 Challenge,male,T20,Titans,20,2020/21,club,Knights,Titans,NA,NA,NA
2020-11-04,Women's T20 Challenge,female,T20,Velocity,20,2020/21,club,Supernovas,Velocity,NA,NA,NA
2020-11-05,Women's T20 Challenge,female,T20,Trailblazers,20,2020/21,club,Velocity,Trailblazers,NA,NA,NA
2020-11-07,Women's T20 Challenge,female,T20,Supernovas,20,2020/21,club,Supernovas,Trailblazers,NA,NA,NA
2020-11-09,Women's T20 Challenge,female,T20,Trailblazers,20,2020/21,club,Trailblazers,Supernovas,NA,NA,Final
2020-11-05,Indian Premier League,male,T20,Mumbai Indians,20,2020/21,club,Mumbai Indians,Delhi Capitals,NA,NA,Qualifier 1
2020-11-06,Indian Premier League,male,T20,Sunrisers Hyderabad,20,2020/21,club,Royal Challengers Bangalore,Sunrisers Hyderabad,NA,NA,Eliminator
2020-11-08,Indian Premier League,male,T20,Delhi Capitals,20,2020/21,club,Delhi Capitals,Sunrisers Hyderabad,NA,NA,Qualifier 2
2020-11-10,Indian Premier League,male,T20,Mumbai Indians,20,2020/21,club,Delhi Capitals,Mumbai Indians,NA,NA,Final
2020-11-26,Lanka Premier League,male,T20,NA,20,2020/21,club,Kandy Tuskers,Colombo Kings,tie,NA,NA
2020-11-27,Lanka Premier League,male,T20,Jaffna Stallions,20,2020/21,club,Galle Gladiators,Jaffna Stallions,NA,NA,NA
2020-11-28,Lanka Premier League,male,T20,Dambulla Viiking,20,2020/21,club,Dambulla Viiking,Kandy Tuskers,NA,D/L,NA
2020-11-28,Lanka Premier League,male,T20,Colombo Kings,20,2020/21,club,Colombo Kings,Galle Gladiators,NA,NA,NA
2020-11-30,Lanka Premier League,male,T20,Jaffna Stallions,20,2020/21,club,Jaffna Stallions,Dambulla Viiking,NA,NA,NA
2020-11-30,Lanka Premier League,male,T20,Kandy Tuskers,20,2020/21,club,Kandy Tuskers,Galle Gladiators,NA,NA,NA
2020-12-01,Lanka Premier League,male,T20,Dambulla Viiking,20,2020/21,club,Dambulla Viiking,Colombo Kings,NA,NA,NA
2020-12-01,Lanka Premier League,male,T20,Jaffna Stallions,20,2020/21,club,Jaffna Stallions,Kandy Tuskers,NA,NA,NA
2020-12-03,Lanka Premier League,male,T20,Jaffna Stallions,20,2020/21,club,Galle Gladiators,Jaffna Stallions,NA,NA,NA
2020-12-03,Lanka Premier League,male,T20,Dambulla Viiking,20,2020/21,club,Kandy Tuskers,Dambulla Viiking,NA,NA,NA
2020-12-04,Lanka Premier League,male,T20,Colombo Kings,20,2020/21,club,Jaffna Stallions,Colombo Kings,NA,NA,NA
2020-12-05,Lanka Premier League,male,T20,Dambulla Viiking,20,2020/21,club,Dambulla Viiking,Galle Gladiators,NA,NA,NA
2020-12-05,Lanka Premier League,male,T20,Colombo Kings,20,2020/21,club,Kandy Tuskers,Colombo Kings,NA,NA,NA
2020-12-07,Lanka Premier League,male,T20,Galle Gladiators,20,2020/21,club,Colombo Kings,Galle Gladiators,NA,NA,NA
2020-12-07,Lanka Premier League,male,T20,NA,20,2020/21,club,Dambulla Viiking,Jaffna Stallions,no result,NA,NA
2020-12-09,Lanka Premier League,male,T20,Kandy Tuskers,20,2020/21,club,Jaffna Stallions,Kandy Tuskers,NA,NA,NA
2020-12-09,Lanka Premier League,male,T20,Dambulla Viiking,20,2020/21,club,Galle Gladiators,Dambulla Viiking,NA,NA,NA
2020-12-10,Lanka Premier League,male,T20,Colombo Kings,20,2020/21,club,Colombo Kings,Jaffna Stallions,NA,NA,NA
2020-12-10,Lanka Premier League,male,T20,Galle Gladiators,20,2020/21,club,Kandy Tuskers,Galle Gladiators,NA,NA,NA
2020-12-11,Lanka Premier League,male,T20,Colombo Kings,20,2020/21,club,Dambulla Viiking,Colombo Kings,NA,NA,NA
2020-12-13,Lanka Premier League,male,T20,Galle Gladiators,20,2020/21,club,Colombo Kings,Galle Gladiators,NA,NA,Semi Final
2020-12-14,Lanka Premier League,male,T20,Jaffna Stallions,20,2020/21,club,Jaffna Stallions,Dambulla Viiking,NA,NA,Semi Final
2020-12-16,Lanka Premier League,male,T20,Jaffna Stallions,20,2020/21,club,Jaffna Stallions,Galle Gladiators,NA,NA,Final
2021-04-08,County Championship,male,MDM,NA,NA,2021,club,Kent,Northamptonshire,draw,NA,NA
2021-04-08,County Championship,male,MDM,NA,NA,2021,club,Essex,Worcestershire,draw,NA,NA
2021-04-08,County Championship,male,MDM,NA,NA,2021,club,Sussex,Lancashire,draw,NA,NA
2021-04-08,County Championship,male,MDM,Somerset,NA,2021,club,Middlesex,Somerset,NA,NA,NA
2021-04-08,County Championship,male,MDM,Hampshire,NA,2021,club,Hampshire,Leicestershire,NA,NA,NA
2021-04-08,County Championship,male,MDM,Gloucestershire,NA,2021,club,Surrey,Gloucestershire,NA,NA,NA
2021-04-08,County Championship,male,MDM,NA,NA,2021,club,Durham,Nottinghamshire,draw,NA,NA
2021-04-08,County Championship,male,MDM,NA,NA,2021,club,Glamorgan,Yorkshire,draw,NA,NA
2021-04-08,County Championship,male,MDM,NA,NA,2021,club,Derbyshire,Warwickshire,draw,NA,NA
2021-04-15,County Championship,male,MDM,Hampshire,NA,2021,club,Hampshire,Middlesex,NA,NA,NA
2021-04-15,County Championship,male,MDM,Lancashire,NA,2021,club,Lancashire,Northamptonshire,NA,NA,NA
2021-04-15,County Championship,male,MDM,Yorkshire,NA,2021,club,Yorkshire,Kent,NA,NA,NA
2021-04-15,County Championship,male,MDM,Sussex,NA,2021,club,Glamorgan,Sussex,NA,NA,NA
2021-04-15,County Championship,male,MDM,Gloucestershire,NA,2021,club,Somerset,Gloucestershire,NA,NA,NA
2021-04-15,County Championship,male,MDM,NA,NA,2021,club,Derbyshire,Worcestershire,draw,NA,NA
2021-04-15,County Championship,male,MDM,Essex,NA,2021,club,Essex,Durham,NA,NA,NA
2021-04-15,County Championship,male,MDM,Warwickshire,NA,2021,club,Nottinghamshire,Warwickshire,NA,NA,NA
2021-04-15,County Championship,male,MDM,NA,NA,2021,club,Leicestershire,Surrey,draw,NA,NA
2021-04-22,County Championship,male,MDM,Yorkshire,NA,2021,club,Yorkshire,Sussex,NA,NA,NA
2021-04-22,County Championship,male,MDM,NA,NA,2021,club,Durham,Derbyshire,draw,NA,NA
2021-04-22,County Championship,male,MDM,Lancashire,NA,2021,club,Lancashire,Kent,NA,NA,NA
2021-04-22,County Championship,male,MDM,NA,NA,2021,club,Worcestershire,Nottinghamshire,draw,NA,NA
2021-04-22,County Championship,male,MDM,NA,NA,2021,club,Hampshire,Gloucestershire,draw,NA,NA
2021-04-22,County Championship,male,MDM,Warwickshire,NA,2021,club,Essex,Warwickshire,NA,NA,NA
2021-04-22,County Championship,male,MDM,Middlesex,NA,2021,club,Surrey,Middlesex,NA,NA,NA
2021-04-22,County Championship,male,MDM,Northamptonshire,NA,2021,club,Glamorgan,Northamptonshire,NA,NA,NA
2021-04-29,County Championship,male,MDM,Lancashire,NA,2021,club,Sussex,Lancashire,NA,NA,NA
2021-04-29,County Championship,male,MDM,Nottinghamshire,NA,2021,club,Nottinghamshire,Derbyshire,NA,NA,NA
2021-04-29,County Championship,male,MDM,NA,NA,2021,club,Essex,Worcestershire,draw,NA,NA
2021-04-29,County Championship,male,MDM,Durham,NA,2021,club,Warwickshire,Durham,NA,NA,NA
2021-04-29,County Championship,male,MDM,Gloucestershire,NA,2021,club,Leicestershire,Gloucestershire,NA,NA,NA
2021-04-29,County Championship,male,MDM,Somerset,NA,2021,club,Middlesex,Somerset,NA,NA,NA
2021-04-29,County Championship,male,MDM,Glamorgan,NA,2021,club,Kent,Glamorgan,NA,NA,NA
2021-04-29,County Championship,male,MDM,Yorkshire,NA,2021,club,Yorkshire,Northamptonshire,NA,NA,NA
2021-04-29,County Championship,male,MDM,Surrey,NA,2021,club,Hampshire,Surrey,NA,NA,NA
2021-05-06,County Championship,male,MDM,NA,NA,2021,club,Kent,Yorkshire,draw,NA,NA
2021-05-06,County Championship,male,MDM,NA,NA,2021,club,Leicestershire,Surrey,draw,NA,NA
2021-05-06,County Championship,male,MDM,NA,NA,2021,club,Warwickshire,Worcestershire,draw,NA,NA
2021-05-06,County Championship,male,MDM,Gloucestershire,NA,2021,club,Middlesex,Gloucestershire,NA,NA,NA
2021-05-06,County Championship,male,MDM,NA,NA,2021,club,Glamorgan,Lancashire,draw,NA,NA
2021-05-06,County Championship,male,MDM,Northamptonshire,NA,2021,club,Sussex,Northamptonshire,NA,NA,NA
2021-05-06,County Championship,male,MDM,Somerset,NA,2021,club,Hampshire,Somerset,NA,NA,NA
2021-05-06,County Championship,male,MDM,Nottinghamshire,NA,2021,club,Essex,Nottinghamshire,NA,NA,NA
2021-05-13,County Championship,male,MDM,Essex,NA,2021,club,Essex,Derbyshire,NA,NA,NA
2021-05-13,County Championship,male,MDM,NA,NA,2021,club,Kent,Sussex,draw,NA,NA
2021-05-13,County Championship,male,MDM,NA,NA,2021,club,Glamorgan,Yorkshire,draw,NA,NA
2021-05-13,County Championship,male,MDM,Hampshire,NA,2021,club,Middlesex,Hampshire,NA,NA,NA
2021-05-13,County Championship,male,MDM,Durham,NA,2021,club,Durham,Worcestershire,NA,NA,NA
2021-05-13,County Championship,male,MDM,NA,NA,2021,club,Surrey,Somerset,draw,NA,NA
2021-05-20,County Championship,male,MDM,Nottinghamshire,NA,2021,club,Nottinghamshire,Worcestershire,NA,NA,NA
2021-05-20,County Championship,male,MDM,NA,NA,2021,club,Warwickshire,Essex,draw,NA,NA
2021-05-20,County Championship,male,MDM,NA,NA,2021,club,Derbyshire,Durham,draw,NA,NA
2021-05-20,County Championship,male,MDM,NA,NA,2021,club,Lancashire,Northamptonshire,draw,NA,NA
2021-05-20,County Championship,male,MDM,NA,NA,2021,club,Kent,Glamorgan,draw,NA,NA
2021-05-19,County Championship,male,MDM,NA,NA,2021,club,Hampshire,Leicestershire,draw,NA,NA
2021-05-20,County Championship,male,MDM,NA,NA,2021,club,Somerset,Gloucestershire,draw,NA,NA
2021-05-20,County Championship,male,MDM,NA,NA,2021,club,Surrey,Middlesex,draw,NA,NA
2021-05-27,County Championship,male,MDM,Essex,NA,2021,club,Essex,Durham,NA,NA,NA
2021-05-27,County Championship,male,MDM,Warwickshire,NA,2021,club,Warwickshire,Nottinghamshire,NA,NA,NA
2021-05-27,County Championship,male,MDM,Worcestershire,NA,2021,club,Worcestershire,Derbyshire,NA,NA,NA
2021-05-27,County Championship,male,MDM,Lancashire,NA,2021,club,Yorkshire,Lancashire,NA,NA,NA
2021-05-27,County Championship,male,MDM,Northamptonshire,NA,2021,club,Sussex,Northamptonshire,NA,NA,NA
2021-05-27,County Championship,male,MDM,Surrey,NA,2021,club,Surrey,Gloucestershire,NA,NA,NA
2021-05-27,County Championship,male,MDM,Leicestershire,NA,2021,club,Middlesex,Leicestershire,NA,NA,NA
2021-06-03,County Championship,male,MDM,Yorkshire,NA,2021,club,Sussex,Yorkshire,NA,NA,NA
2021-06-03,County Championship,male,MDM,Durham,NA,2021,club,Worcestershire,Durham,NA,NA,NA
2021-06-03,County Championship,male,MDM,Warwickshire,NA,2021,club,Warwickshire,Derbyshire,NA,NA,NA
2021-06-03,County Championship,male,MDM,NA,NA,2021,club,Northamptonshire,Kent,draw,NA,NA
2021-06-03,County Championship,male,MDM,Glamorgan,NA,2021,club,Lancashire,Glamorgan,NA,NA,NA
2021-06-03,County Championship,male,MDM,NA,NA,2021,club,Somerset,Hampshire,draw,NA,NA
2021-06-03,County Championship,male,MDM,Leicestershire,NA,2021,club,Leicestershire,Gloucestershire,NA,NA,NA
2021-07-04,County Championship,male,MDM,NA,NA,2021,club,Kent,Lancashire,draw,NA,NA
2021-07-04,County Championship,male,MDM,Yorkshire,NA,2021,club,Yorkshire,Northamptonshire,NA,NA,NA
2021-07-05,County Championship,male,MDM,Gloucestershire,NA,2021,club,Gloucestershire,Middlesex,NA,NA,NA
2021-07-04,County Championship,male,MDM,NA,NA,2021,club,Sussex,Glamorgan,draw,NA,NA
2021-07-04,County Championship,male,MDM,Nottinghamshire,NA,2021,club,Derbyshire,Nottinghamshire,NA,NA,NA
2021-07-04,County Championship,male,MDM,NA,NA,2021,club,Warwickshire,Durham,draw,NA,NA
2021-07-04,County Championship,male,MDM,NA,NA,2021,club,Hampshire,Surrey,draw,NA,NA
2021-07-04,County Championship,male,MDM,NA,NA,2021,club,Somerset,Leicestershire,draw,NA,NA
2021-07-11,County Championship,male,MDM,NA,NA,2021,club,Derbyshire,Essex,draw,NA,NA
2021-07-11,County Championship,male,MDM,NA,NA,2021,club,Nottinghamshire,Durham,draw,NA,NA
2021-07-11,County Championship,male,MDM,NA,NA,2021,club,Warwickshire,Worcestershire,draw,NA,NA
2021-07-11,County Championship,male,MDM,NA,NA,2021,club,Lancashire,Yorkshire,draw,NA,NA
2021-07-11,County Championship,male,MDM,Hampshire,NA,2021,club,Gloucestershire,Hampshire,NA,NA,NA
2021-07-11,County Championship,male,MDM,Middlesex,NA,2021,club,Middlesex,Leicestershire,NA,NA,NA
2021-07-11,County Championship,male,MDM,NA,NA,2021,club,Somerset,Surrey,draw,NA,NA
2021-07-11,County Championship,male,MDM,NA,NA,2021,club,Northamptonshire,Glamorgan,draw,NA,NA
2021-07-11,County Championship,male,MDM,NA,NA,2021,club,Sussex,Kent,draw,NA,NA
2021-01-10,Syed Mushtaq Ali Trophy,male,T20,Karnataka,20,2020/21,club,Karnataka,Jammu & Kashmir,NA,NA,NA
2021-01-10,Syed Mushtaq Ali Trophy,male,T20,Punjab,20,2020/21,club,Punjab,Uttar Pradesh,NA,NA,NA
2021-01-10,Syed Mushtaq Ali Trophy,male,T20,Railways,20,2020/21,club,Tripura,Railways,NA,NA,NA
2021-01-10,Syed Mushtaq Ali Trophy,male,T20,Bengal,20,2020/21,club,Odisha,Bengal,NA,NA,NA
2021-01-10,Syed Mushtaq Ali Trophy,male,T20,Tamil Nadu,20,2020/21,club,Tamil Nadu,Jharkhand,NA,NA,NA
2021-01-10,Syed Mushtaq Ali Trophy,male,T20,Assam,20,2020/21,club,Assam,Hyderabad (India),NA,NA,NA
2021-01-10,Syed Mushtaq Ali Trophy,male,T20,Gujarat,20,2020/21,club,Gujarat,Maharashtra,NA,NA,NA
2021-01-10,Syed Mushtaq Ali Trophy,male,T20,Himachal,20,2020/21,club,Himachal,Chhattisgarh,NA,NA,NA
2021-01-10,Syed Mushtaq Ali Trophy,male,T20,Baroda,20,2020/21,club,Baroda,Uttarakhand,NA,NA,NA
2021-01-11,Syed Mushtaq Ali Trophy,male,T20,Saurashtra,20,2020/21,club,Services,Saurashtra,NA,NA,NA
2021-01-11,Syed Mushtaq Ali Trophy,male,T20,Rajasthan,20,2020/21,club,Vidarbha,Rajasthan,NA,NA,NA
2021-01-11,Syed Mushtaq Ali Trophy,male,T20,Madhya Pradesh,20,2020/21,club,Madhya Pradesh,Goa,NA,NA,NA
2021-01-11,Syed Mushtaq Ali Trophy,male,T20,Haryana,20,2020/21,club,Andhra,Haryana,NA,NA,NA
2021-01-11,Syed Mushtaq Ali Trophy,male,T20,Delhi,20,2020/21,club,Delhi,Mumbai,NA,NA,NA
2021-01-11,Syed Mushtaq Ali Trophy,male,T20,Kerala,20,2020/21,club,Puducherry,Kerala,NA,NA,NA
2021-01-11,Syed Mushtaq Ali Trophy,male,T20,Manipur,20,2020/21,club,Meghalaya,Manipur,NA,NA,NA
2021-01-11,Syed Mushtaq Ali Trophy,male,T20,Bihar,20,2020/21,club,Bihar,Arunachal Pradesh,NA,NA,NA
2021-01-11,Syed Mushtaq Ali Trophy,male,T20,Sikkim,20,2020/21,club,Mizoram,Sikkim,NA,NA,NA
2021-01-12,Syed Mushtaq Ali Trophy,male,T20,Punjab,20,2020/21,club,Karnataka,Punjab,NA,NA,NA
2021-01-12,Syed Mushtaq Ali Trophy,male,T20,Jammu & Kashmir,20,2020/21,club,Tripura,Jammu & Kashmir,NA,NA,NA
2021-01-12,Syed Mushtaq Ali Trophy,male,T20,Railways,20,2020/21,club,Uttar Pradesh,Railways,NA,NA,NA
2021-01-12,Syed Mushtaq Ali Trophy,male,T20,Tamil Nadu,20,2020/21,club,Assam,Tamil Nadu,NA,NA,NA
2021-01-12,Syed Mushtaq Ali Trophy,male,T20,Maharashtra,20,2020/21,club,Chhattisgarh,Maharashtra,NA,NA,NA
2021-01-12,Syed Mushtaq Ali Trophy,male,T20,Gujarat,20,2020/21,club,Gujarat,Uttarakhand,NA,NA,NA
2021-01-12,Syed Mushtaq Ali Trophy,male,T20,Baroda,20,2020/21,club,Himachal,Baroda,NA,NA,NA
2021-01-13,Syed Mushtaq Ali Trophy,male,T20,Saurashtra,20,2020/21,club,Saurashtra,Vidarbha,NA,NA,NA
2021-01-13,Syed Mushtaq Ali Trophy,male,T20,Goa,20,2020/21,club,Services,Goa,NA,NA,NA
2021-01-13,Syed Mushtaq Ali Trophy,male,T20,Rajasthan,20,2020/21,club,Rajasthan,Madhya Pradesh,NA,NA,NA
2021-01-13,Syed Mushtaq Ali Trophy,male,T20,Delhi,20,2020/21,club,Andhra,Delhi,NA,NA,NA
2021-01-13,Syed Mushtaq Ali Trophy,male,T20,Haryana,20,2020/21,club,Puducherry,Haryana,NA,NA,NA
2021-01-13,Syed Mushtaq Ali Trophy,male,T20,Meghalaya,20,2020/21,club,Meghalaya,Mizoram,NA,NA,NA
2021-01-13,Syed Mushtaq Ali Trophy,male,T20,Chandigarh,20,2020/21,club,Chandigarh,Manipur,NA,NA,NA
2021-01-13,Syed Mushtaq Ali Trophy,male,T20,Bihar,20,2020/21,club,Sikkim,Bihar,NA,NA,NA
2021-01-13,Syed Mushtaq Ali Trophy,male,T20,Nagaland,20,2020/21,club,Arunachal Pradesh,Nagaland,NA,NA,NA
2021-01-14,Syed Mushtaq Ali Trophy,male,T20,Punjab,20,2020/21,club,Punjab,Railways,NA,NA,NA
2021-01-14,Syed Mushtaq Ali Trophy,male,T20,Karnataka,20,2020/21,club,Karnataka,Tripura,NA,NA,NA
2021-01-14,Syed Mushtaq Ali Trophy,male,T20,Jharkhand,20,2020/21,club,Jharkhand,Assam,NA,NA,NA
2021-01-14,Syed Mushtaq Ali Trophy,male,T20,Tamil Nadu,20,2020/21,club,Odisha,Tamil Nadu,NA,NA,NA
2021-01-14,Syed Mushtaq Ali Trophy,male,T20,Bengal,20,2020/21,club,Hyderabad (India),Bengal,NA,NA,NA
2021-01-14,Syed Mushtaq Ali Trophy,male,T20,Baroda,20,2020/21,club,Chhattisgarh,Baroda,NA,NA,NA
2021-01-14,Syed Mushtaq Ali Trophy,male,T20,Himachal,20,2020/21,club,Himachal,Gujarat,NA,NA,NA
2021-01-14,Syed Mushtaq Ali Trophy,male,T20,Uttarakhand,20,2020/21,club,Maharashtra,Uttarakhand,NA,NA,NA
2021-01-15,Syed Mushtaq Ali Trophy,male,T20,Madhya Pradesh,20,2020/21,club,Madhya Pradesh,Vidarbha,NA,NA,NA
2021-01-15,Syed Mushtaq Ali Trophy,male,T20,Saurashtra,20,2020/21,club,Saurashtra,Goa,NA,NA,NA
2021-01-15,Syed Mushtaq Ali Trophy,male,T20,Kerala,20,2020/21,club,Delhi,Kerala,NA,NA,NA
2021-01-15,Syed Mushtaq Ali Trophy,male,T20,Haryana,20,2020/21,club,Mumbai,Haryana,NA,NA,NA
2021-01-15,Syed Mushtaq Ali Trophy,male,T20,Puducherry,20,2020/21,club,Andhra,Puducherry,NA,NA,NA
2021-01-15,Syed Mushtaq Ali Trophy,male,T20,Bihar,20,2020/21,club,Meghalaya,Bihar,NA,NA,NA
2021-01-15,Syed Mushtaq Ali Trophy,male,T20,Chandigarh,20,2020/21,club,Chandigarh,Mizoram,NA,NA,NA
2021-01-15,Syed Mushtaq Ali Trophy,male,T20,Nagaland,20,2020/21,club,Nagaland,Sikkim,NA,NA,NA
